agent_name,agent_url,emails,phones,logo_url,logo_path,source,last_updated
A simple guide to finances for international students,https://www.worcester.ac.uk/about/news/student-blog/a-simple-guide-to-finances-for-international-students.aspx,,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
How to find the right accommodation as an international student,https://www.worcester.ac.uk/about/news/student-blog/how-to-find-the-right-accommodation-as-an-international-student.aspx,international@worc.ac.uk,01905 855 000; +44 (0)1905 542640,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Is studying abroad right for you?,https://www.worcester.ac.uk/about/news/student-blog/is-studying-abroad-right-for-you.aspx,international-experience@worc.ac.uk,07766511788; 01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
What I wish I knew before moving from Nepal to study in the UK,https://www.worcester.ac.uk/about/news/student-blog/what-i-wish-i-knew-before-moving-from-nepal-to-study-in-the-uk.aspx,,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Where to sit and study in Worcester,https://www.worcester.ac.uk/about/news/student-blog/where-to-sit-and-study-in-worcester.aspx,,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Education and learning,https://www.worcester.ac.uk/about/sustainability/what-we-do/education-and-learning.aspx,h.barrett@worc.ac.uk,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Education for Sustainable Development Community of Practice,https://www.worcester.ac.uk/about/sustainability/how-to-get-involved/education-for-sustainable-development-community-of-practice.aspx,h.barrett@worc.ac.uk,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Professional Education,https://www.worcester.ac.uk/research/discover-our-research/professional-education.aspx,,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Consultancy and Contract Research Services,https://www.worcester.ac.uk/research/research-for-business-and-community/consultancy-and-contract-research-services.aspx,,01905 855 000,https://www.worcester.ac.uk/site-elements/images/logo.svg,logos\8e76622ec5.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://myinternationaloffice.co.uk/,https://myinternationaloffice.co.uk/,info@myio.org.uk,+44(0)7792313724,https://myinternationaloffice.co.uk/wp-content/uploads/2022/05/cropped-cropped-cropped-MicrosoftTeams-image-24-300x97.png,logos\446482325a.png,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.com/ghana,https://www.studyin-uk.com/ghana,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://www.uniserveducation.com/contact,https://www.uniserveducation.com/contact,kigali@uniserveducation.com; mauritius@uniserveducation.com; dubai@uniserveducation.com; eldoret@uniserveducation.com; kapsabet@uniserveducation.com; msa@uniserveducation.com; ug@uniserveducation.com; info@uniserveducation.com; london@uniserveducation.com; tz@uniserveducation.com; kisumu@uniserveducation.com; zambia@uniserveducation.com; fo@uniserveducation.com,+44 7813 976 257; +254 735 498 975; +971 58 831 5450; +254 735 091 072; +254 713 685 652; +250 785 368 392; +254 735 536 101; +230 5906 6795; +254 729 575 173; +971 4 277 6943; +255 212 903617; +254 780 279 350; +260 972 075 188; +254 734 004 003; +256 709 688 080; +254 41 4472108; +255 742 785 399,"https://static.wixstatic.com/media/4bb873_698c4d0d0f4c429e8fad660a7ab6888b~mv2.png/v1/fill/w_147,h_52,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Uniserv%20logo_high%20res.png",logos\afeea99ea7.png,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.com/kenya,http://www.studyin-uk.com/kenya,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
@tjbsynergyeducation,https://www.instagram.com/tjbsynergyeducation/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://www.idp.com/nigeria/education-counsellor-office-finder/,https://eur01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.idp.com%2Fnigeria%2Feducation-counsellor-office-finder%2F&data=05%7C02%7Cfrancesca.williams2%40worc.ac.uk%7Ce9c0542cbf36458e50e808dd51a29eac%7C633880410329433ca4b119a28fce31c6%7C0%7C0%7C638756481072964636%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=OMRKs6zcsPf70JkiyAGrXcrv16arjsSUhTiIY9kRH%2B4%3D&reserved=0,,+2342012272090; 08095029844,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.HolmesEducationGroup.com,http://www.HolmesEducationGroup.com,,,https://cdn.prod.website-files.com/6359b02d964fa80bf4ba1084/69b7cb7df9d7ceb291c24271_HEG%20Logo%20red.png,logos\bc3c58e6dc.png,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Study Abroad Consultants | IDP Education,https://www.idp.com/indonesia/education-counsellor-office-finder/,,+62822 60080073; +6221 72790950,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Study Abroad Consultants | IDP Education,https://www.idp.com/philippines/education-counsellor-office-finder/,,09171021715; (02) 8535 3320,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Study Abroad Consultants | IDP Education,https://www.idp.com/thailand/education-counsellor-office-finder/,,+662 055 4200,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.com/vietnam,http://www.studyin-uk.com/vietnam,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.com/vietnam,https://www.studyin-uk.com/vietnam/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Study Abroad Consultants | IDP Education,https://www.idp.com/vietnam/education-counsellor-office-finder/,,19006955,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.com/vietnam,https://www.studyin-uk.com/vietnam,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyin-uk.hk,https://www.studyin-uk.hk/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Study Abroad Consultants | IDP Education,https://www.idp.com/taiwan/education-counsellor-office-finder/,,,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.globalstudylink.co.uk,http://www.globalstudylink.co.uk/,Info@globalstudylink.co.uk,+44 2035 951 999; 90726 97999; +91 9072 697 999; +44) 02035951999,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://www.idp.com/india/education-counsellor-office-finder/,https://www.idp.com/india/education-counsellor-office-finder/,,,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://gostudyin.com/study-in-uk/,https://gostudyin.com/study-in-uk/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://gostudyin.com/offices/,https://gostudyin.com/offices/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
https://www.idp.com/srilanka/education-counsellor-office-finder/,https://www.idp.com/srilanka/education-counsellor-office-finder/,,,https://images.ctfassets.net/8bbwomjfix8m/55AePSl50ZnwVBce2lROSW/ff063dcfbec1eb176c59e2179eef57e2/idp-logo.svg,logos\4a80f2483b.svg,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyexperience.be,https://www.studyexperience.be/,,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAALCAMAAABBPP0LAAAAbFBMVEUAAADx7wD76QD29QryAgLrAAB5eXn8/G78+WH5U1NjY2NYWFj29k39/Uv6+kH29T31MDD0Jyf2QUFQUFD5+TT08TP1GxvmAAD39idwcHFHR0f18h3zDw8/Pz/HAAA2NjbV3wDi5ADg0gCmAAD9Uqo6AAAAX0lEQVR4AS3HtWFDURQD0KP7IMwLZP/Jfu/GzBYrICGnQmIiiGDf6ZG4R1ZFPBNzyvBbPL6WgfL37KmZehvmUfH4mGiO781J13S2b0VTt7+wRLzG80bF3ImPgH8ke4wzt8AM9KqOK78AAAAASUVORK5CYII=",,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.savvideseducation.com,http://www.savvideseducation.com/,enquiries@savvideseducation.com; info@scenariogroup.com,22 514 171; 22517191; 22 517 191; 26 220 533; 99333333,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.studyexperience.fr,http://www.studyexperience.fr/,,,,,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
www.interstudy.sk,http://www.interstudy.sk/,beata.jureckova@interstudy.sk; info@interstudy.sk; natalia.cierna@interstudy.sk; vanda.balisova@interstudy.sk; lenka.klempova@interstudy.sk; silvia.harhovska@interstudy.sk; zaneta.uhlerova@interstudy.sk,+421 2 5262 2611; +421 2-5262 2611; +421 2 5262 2612,https://www.interstudy.sk/themes/main/images/logo.png,logos\f4eb813af2.png,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
Undergraduate study,https://www.lancashire.ac.uk/undergraduate,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
Postgraduate study,https://www.lancashire.ac.uk/postgraduate,pgapplications@uclan.ac.uk,+44 (0)1772 892444; +44(0)1772 892444; +44 (0)1772 201201; +44 (0)1772 892400,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
Return to Study,https://www.lancashire.ac.uk/study/return-to-study,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
Study at a partner,https://www.lancashire.ac.uk/study/partners,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
International students,https://www.lancashire.ac.uk/international-students,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
EU and international tuition fees,https://www.lancashire.ac.uk/study/fees-and-finance/eu-and-international-students,,+44 (0)1772 201201; 01772 891828,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
International,https://www.lancashire.ac.uk/about-us/international,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
International partners,https://www.lancashire.ac.uk/study/partners/international,siftls@163.com; info@EUE.edu.eg; scope@cityu.edu.hk; info@icem.edu.om; media@uzhnu.edu.ua; shape@vtc.edu.hk; iie@gdufs.edu.cn; AUCInternational@aucmed.edu; wangying318@gmail.com; contactus@uomenterprise.ac.mu; admission@ucbbd.org; admin@uzhnu.edu.ua; infokd@segi.edu.my; oiec@hunnu.edu.cn; yingwang@bit.edu.cn; info@ucl.lk; hbuuclan5073393@163.com; reception@icps.edu.gr; official@uzhnu.edu.ua; enquiry@hkct.edu.hk; info@rlesc.qa,+880 1844-277343; 00 86-731-88872245; 40132343; +94 112 080 080; +880 1886-412222; +38 (03122) 3-42-02; 00 852 25952771; 00 86 2152067528; 40132954; +201029695599; +880 1896-013882; 00 852 3442 7423; 00 974 40136254; 00 974 40132339; +38 (03122) 3-33-41; +86) 0312-5073398; +880 1844-277342; 00 603 6145 1777; 40138677; 00 86 20362 67878; 00 230 467 8925; 0312-5073399; 00 968 24512000; +44 (0)1772 201201; 866-372-2282; 00 852 2926 1222; +201029696399; 00 230 467 8926; 00 86-10-68918316 00 86-13910172716,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
How to apply as an international student,https://www.lancashire.ac.uk/international-students/how-to-apply,international@uclan.ac.uk,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
Back to International students,https://www.lancashire.ac.uk/international-students,,+44 (0)1772 201201,,,https://www.lancashire.ac.uk/international-students/country,2026-06-02
