university,agent_name,emails,logo_url,logo_path,details,source,last_updated
University of Worcester,International International Applicants Preparing to,[],,,International International Applicants Preparing to study at Worcester International student support Local Representatives Near You Study abroad Contact Us Meet the international team,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Find out more about University,[],,,Find out more about University of Worcester representatives from around the world,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Botswana Botswana We do not,"['international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'abidjan@myio.org.uk', 'international@worc.ac.uk', 'info@centurynit.com', 'info@centurynit.com', 'ghana@myio.org.uk', 'accra@studyin-uk.com', 'info@craydel.com', 'Ebba.Broome@craydel.com', 'info@uniserveducation.com', 'msa@uniserveducation.com', 'miriam.gunda@idp.com', 'nairobi@studyin-uk.com', 'international@worc.ac.uk', 'info@studycare.ma', 'ronalddesk@ronald-partners.com', 'Nigeria@unilink.com.cy', 'uk.direct@holmeseducation.group', 'chidinma.uzodinma@craydel.com', 'lagos@myio.org.uk', 'chidinma.uzodinma@craydel.com', 'hello@school-finders.co.uk', 'info@jestoneedu.com', 'abuja@myio.org.u', 'macconphc@gmail.com', 'kano@myio.org.uk', 'dakar@myio.org.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'international@worc.ac.uk', 'noemi@ga24care.co.uk']",,,"Botswana Botswana We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at internationa",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Botswana We do not have,['international@worc.ac.uk'],,,"Botswana We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cameroon Cameroon We do not,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Cameroon Cameroon We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at internationa",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cameroon We do not have,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Cameroon We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Undergraduate (courses requiring a UCAS,['international@worc.ac.uk'],,,Undergraduate (courses requiring a UCAS tariff range of 96-112) Postgraduate Academic requirements: Please contact the international recruitment office. Telephone: +44 (0)1905 542640 Email: internatio,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Academic requirements: Please contact the,['international@worc.ac.uk'],,,Academic requirements: Please contact the international recruitment office. Telephone: +44 (0)1905 542640 Email: international@worc.ac.uk English Language requirements: Cameroon GCE O-Level English La,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cote d’Ivoire Cote d’Ivoire Local,['abidjan@myio.org.uk'],,,"Cote d’Ivoire Cote d’Ivoire Local Representative My International Office Address: C/O CCIB-CI, Plateau Avenue Delafosse Prolongee, Immeuble Pelieu 4ème étage, Porte 11, Abidjan Google Maps Location Te",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cote d’Ivoire Local Representative My,['abidjan@myio.org.uk'],,,"Cote d’Ivoire Local Representative My International Office Address: C/O CCIB-CI, Plateau Avenue Delafosse Prolongee, Immeuble Pelieu 4ème étage, Porte 11, Abidjan Google Maps Location Telephone: +225 ",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Egypt Egypt We do not,['international@worc.ac.uk'],,,"Egypt Egypt We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Egypt We do not have,['international@worc.ac.uk'],,,"Egypt We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac.uk",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the General Secondary,[],,,Applicants with the General Secondary School Certificate (Thanaweya A'ama or Al-Azhar) combined with a successfully completed and recognised International Foundation Programme and an IELTS of 6.0 (wit,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Ghana Ghana Local Representatives Century,"['info@centurynit.com', 'info@centurynit.com', 'ghana@myio.org.uk', 'accra@studyin-uk.com']",,,"Ghana Ghana Local Representatives Century Nit Consult - Accra Mile 7 Aku Link, Pentecost Junction Phone: +233 554 717 878, +233 554 914 101 Email: info@centurynit.com Website: https://centurynitconsul",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Ghana Local Representatives Century Nit,"['info@centurynit.com', 'info@centurynit.com', 'ghana@myio.org.uk', 'accra@studyin-uk.com']",,,"Ghana Local Representatives Century Nit Consult - Accra Mile 7 Aku Link, Pentecost Junction Phone: +233 554 717 878, +233 554 914 101 Email: info@centurynit.com Website: https://centurynitconsult.com/",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Academic requirements: Applicants with the,[],,,Academic requirements: Applicants with the Senior School Certificate (West African Examinations Council (NECO)) combined with a successfully completed and recognised International Foundation Programme,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Kenya Kenya Local Representatives Craydel,"['info@craydel.com', 'Ebba.Broome@craydel.com', 'info@uniserveducation.com', 'msa@uniserveducation.com', 'miriam.gunda@idp.com', 'nairobi@studyin-uk.com', 'international@worc.ac.uk']",,,"Kenya Kenya Local Representatives Craydel – Mombasa Office Epic Business Park, GB2 (Ground Floor) Links Road, Nyali Mombasa, Kenya Tel: +254 114214741 , +254 714185930 Email: info@craydel.com Website:",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Kenya Local Representatives Craydel –,"['info@craydel.com', 'Ebba.Broome@craydel.com', 'info@uniserveducation.com', 'msa@uniserveducation.com', 'miriam.gunda@idp.com', 'nairobi@studyin-uk.com', 'international@worc.ac.uk']",,,"Kenya Local Representatives Craydel – Mombasa Office Epic Business Park, GB2 (Ground Floor) Links Road, Nyali Mombasa, Kenya Tel: +254 114214741 , +254 714185930 Email: info@craydel.com Website: https",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Academic requirements: Applicants with an,['international@worc.ac.uk'],,,Academic requirements: Applicants with an A-level exam at BBC or higher or completing KCSE with a B average in eight subjects. Telephone: +44 (0)1905 542640 Email: international@worc.ac.uk English Lan,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Academic requirements: Pass the bachelor’s,[],,,"Academic requirements: Pass the bachelor’s degree with at least grade C, satisfactory or 50-59% English Language requirements: Certificate of Secondary Education (KCSE) English Language at C or above,",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Morocco Morocco Local Representatives Study,['info@studycare.ma'],,,"Morocco Morocco Local Representatives Study Care Morocco Location: Casablanca, Morocco Address: Casablanca, Spaces Anfa Place West Entrance Tower, Level 1 Anfa Place, Corniche Boulevard, Ain Diab Webs",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Morocco Local Representatives Study Care,['info@studycare.ma'],,,"Morocco Local Representatives Study Care Morocco Location: Casablanca, Morocco Address: Casablanca, Spaces Anfa Place West Entrance Tower, Level 1 Anfa Place, Corniche Boulevard, Ain Diab Website: www",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Nigeria Nigeria Local Representatives TJB,"['ronalddesk@ronald-partners.com', 'Nigeria@unilink.com.cy', 'uk.direct@holmeseducation.group', 'chidinma.uzodinma@craydel.com', 'lagos@myio.org.uk', 'chidinma.uzodinma@craydel.com', 'hello@school-finders.co.uk', 'info@jestoneedu.com', 'abuja@myio.org.u', 'macconphc@gmail.com', 'kano@myio.org.uk']",,,Nigeria Nigeria Local Representatives TJB Synergy Education UK University Consultants for West African Students Website: www.tjbsynergy.com Instagram: @tjbsynergyeducation WhatsApp: +44 (0) 7828 59113,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Nigeria Local Representatives TJB Synergy,"['ronalddesk@ronald-partners.com', 'Nigeria@unilink.com.cy', 'uk.direct@holmeseducation.group', 'chidinma.uzodinma@craydel.com', 'lagos@myio.org.uk', 'chidinma.uzodinma@craydel.com', 'hello@school-finders.co.uk', 'info@jestoneedu.com', 'abuja@myio.org.u', 'macconphc@gmail.com', 'kano@myio.org.uk']",,,Nigeria Local Representatives TJB Synergy Education UK University Consultants for West African Students Website: www.tjbsynergy.com Instagram: @tjbsynergyeducation WhatsApp: +44 (0) 7828 591139 IDP Ni,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Drums Nigeria Limited 38 Gana,"['hello@school-finders.co.uk', 'info@jestoneedu.com', 'abuja@myio.org.u']",,,"Drums Nigeria Limited 38 Gana Street Maitama Abuja Telephone: +2348068286947 Email: hello@school-finders.co.uk Jestone Education Address: 42, Suez Crescent, Wuse Zone 4 Beside Sheraton Hotel Abuja Tel",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Senegal Senegal My International Office,['dakar@myio.org.uk'],,,"Senegal Senegal My International Office Address: le Plateau, building 12, Azur 15, Bd Djily Mbaye, Dakar 50555, Senega Telephone: +221 787349179 Email: dakar@myio.org.uk Website: https://myinternation",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Senegal My International Office Address:,['dakar@myio.org.uk'],,,"Senegal My International Office Address: le Plateau, building 12, Azur 15, Bd Djily Mbaye, Dakar 50555, Senega Telephone: +221 787349179 Email: dakar@myio.org.uk Website: https://myinternationaloffice",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Sierra Leone Sierra Leone We,['international@worc.ac.uk'],,,"Sierra Leone Sierra Leone We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at inte",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Sierra Leone We do not,['international@worc.ac.uk'],,,"Sierra Leone We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@wor",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,South Africa South Africa We,['international@worc.ac.uk'],,,"South Africa South Africa We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at inte",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,South Africa We do not,['international@worc.ac.uk'],,,"South Africa We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@wor",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Tanzania Tanzania We do not,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Tanzania Tanzania We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at internationa",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Tanzania We do not have,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Tanzania We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Tunisia Tunisia We do not,['international@worc.ac.uk'],,,"Tunisia Tunisia We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Tunisia We do not have,['international@worc.ac.uk'],,,"Tunisia We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac.",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Uganda Uganda We do not,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Uganda Uganda We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@wo",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Uganda We do not have,"['international@worc.ac.uk', 'international@worc.ac.uk']",,,"Uganda We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac.u",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Zimbabwe Zimbabwe Local Representatives GA24CARE,['noemi@ga24care.co.uk'],,,"Zimbabwe Zimbabwe Local Representatives GA24CARE Address: Kemp House, 160 City Road, London EC1V 2NX Phone: 44330 094 8668 Email: noemi@ga24care.co.uk Entry Requirements Undergraduate (courses requiri",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Zimbabwe Local Representatives GA24CARE Address:,['noemi@ga24care.co.uk'],,,"Zimbabwe Local Representatives GA24CARE Address: Kemp House, 160 City Road, London EC1V 2NX Phone: 44330 094 8668 Email: noemi@ga24care.co.uk Entry Requirements Undergraduate (courses requiring a UCAS",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Academic requirements: Zimbabwe General Certificate,[],,,Academic requirements: Zimbabwe General Certificate of Education at Advance Level with al least BBC or higher. English Language requirements: Grade C or above on the Zimbabwe General Certificate of Ed,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cambodia Cambodia Local representatives Springboard,"['sen.pidet@springboard4cambodia.com', 'malaysia@ukec.com', 'international@worc.ac.uk', 'international@worc.ac.uk', 'veerathip@smart-globe.com', 'bangkok@studyin-uk.com', 'hanoi@isc-intake.com', 'hanoiwest@isc-intake.com', 'hochiminh@isc-intake.com', 'hochiminh@studyin-uk.com', 'hanoi@studyin-uk.com', 'hochiminh@studyin-uk.com', 'index.gma@indexedu.com', 'index.gma@indexedu.com']",,,"Cambodia Cambodia Local representatives Springboard Address: House N. 6, Street 574, Boeung Kak II, Toul Kork, Phnom Penh Email: sen.pidet@springboard4cambodia.com IDP Phnom Penh Office location: #46,",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Cambodia Local representatives Springboard Address:,['sen.pidet@springboard4cambodia.com'],,,"Cambodia Local representatives Springboard Address: House N. 6, Street 574, Boeung Kak II, Toul Kork, Phnom Penh Email: sen.pidet@springboard4cambodia.com IDP Phnom Penh Office location: #46, Street 2",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Diploma of,[],,,"Applicants with the Diploma of Upper Secondary Education with Grade C or above, AND Foundation Year Certificate with GPA 3.0 or above OR Foundation Year at a recognized UK institution with an English ",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Indonesia Indonesia Local representatives IDP,[],,,Indonesia Indonesia Local representatives IDP Pantai Indah Kapuk Office location: GoWork ASG Tower Level 15th Jl. Boulevard Pantai Indah Kapuk No. 1 Kav. OFS Jakarta Utara 14470 Phone: 0851 7422 9909 ,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Indonesia Local representatives IDP Pantai,[],,,Indonesia Local representatives IDP Pantai Indah Kapuk Office location: GoWork ASG Tower Level 15th Jl. Boulevard Pantai Indah Kapuk No. 1 Kav. OFS Jakarta Utara 14470 Phone: 0851 7422 9909 Other IDP ,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Malaysia Malaysia Local Representatives UKEC,['malaysia@ukec.com'],,,"Malaysia Malaysia Local Representatives UKEC Address: 10A, Nadayu 28 Dagang, Jalan PJS 11/7, Bandar Sunway, 47500, Subang Jaya, Selangor, Malaysia. WhatsApp: +6012-3697213 Email: malaysia@ukec.com IDP",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Malaysia Local Representatives UKEC Address:,['malaysia@ukec.com'],,,"Malaysia Local Representatives UKEC Address: 10A, Nadayu 28 Dagang, Jalan PJS 11/7, Bandar Sunway, 47500, Subang Jaya, Selangor, Malaysia. WhatsApp: +6012-3697213 Email: malaysia@ukec.com IDP Kuala Lu",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Myanmar Myanmar We do not,['international@worc.ac.uk'],,,"Myanmar Myanmar We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Myanmar We do not have,['international@worc.ac.uk'],,,"Myanmar We do not have a representative in your country at the moment. If you are interested in studying at Worcester and you need any specific information, please contact us at international@worc.ac.",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Philippines Philippines Local Representatives IDP,['international@worc.ac.uk'],,,"Philippines Philippines Local Representatives IDP Makati Office Office location: Unit 1 and 8B Level 21 Tower 2 The Enterprise Center, 6766 Ayala Avenue corner Paseo De Roxas, Barangay San Lorenzo Oth",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Philippines Local Representatives IDP Makati,['international@worc.ac.uk'],,,"Philippines Local Representatives IDP Makati Office Office location: Unit 1 and 8B Level 21 Tower 2 The Enterprise Center, 6766 Ayala Avenue corner Paseo De Roxas, Barangay San Lorenzo Other offices i",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Thailand Thailand Local Representatives Smart,"['veerathip@smart-globe.com', 'bangkok@studyin-uk.com']",,,"Thailand Thailand Local Representatives Smart Globe Education Address: 139/85 Moo 1, Samed, Muang, Chon Buri 20000, Thailand Phone: +66(0)38113435 Email: veerathip@smart-globe.com IDP Bangkok ไอดีพี ก",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Thailand Local Representatives Smart Globe,"['veerathip@smart-globe.com', 'bangkok@studyin-uk.com']",,,"Thailand Local Representatives Smart Globe Education Address: 139/85 Moo 1, Samed, Muang, Chon Buri 20000, Thailand Phone: +66(0)38113435 Email: veerathip@smart-globe.com IDP Bangkok ไอดีพี กรุงเทพ Of",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Certificate of,[],,,Applicants with the Certificate of Secondary Education/ Maw 6 combined with a successfully completed and recognised International Foundation Programme and Maw 6 with good grades as well as a IELTS of ,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Vietnam Vietnam Local Representatives Hanoi,"['hanoi@isc-intake.com', 'hanoiwest@isc-intake.com', 'hochiminh@isc-intake.com', 'hochiminh@studyin-uk.com', 'hanoi@studyin-uk.com', 'hochiminh@studyin-uk.com', 'index.gma@indexedu.com', 'index.gma@indexedu.com']",,,"Vietnam Vietnam Local Representatives Hanoi - ISC Education Address: 1st Floor, 83A Ly Thuong Kiet, Hanoi Phone: (+84) 024 3941 1906 Email: hanoi@isc-intake.com Hanoi West - ISC Education Address: 8th",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Vietnam Local Representatives Hanoi -,"['hanoi@isc-intake.com', 'hanoiwest@isc-intake.com', 'hochiminh@isc-intake.com', 'hochiminh@studyin-uk.com', 'hanoi@studyin-uk.com', 'hochiminh@studyin-uk.com', 'index.gma@indexedu.com', 'index.gma@indexedu.com']",,,"Vietnam Local Representatives Hanoi - ISC Education Address: 1st Floor, 83A Ly Thuong Kiet, Hanoi Phone: (+84) 024 3941 1906 Email: hanoi@isc-intake.com Hanoi West - ISC Education Address: 8th Floor, ",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Upper Secondary,[],,,Applicants with the Upper Secondary School Graduation Certificate combined with a successfully completed and recognised International Foundation Programme and an IELTS of 6.0 (with no less than 5.5 in,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,China China Local Representatives Beijing,"['indexbj@indexedu.com', 'indexchongqing@indexedu.com', 'indexchengduxingzheng@indexedu.com', 'indexguangzhou@indexedu.com', 'indexwuhan@indexedu.com', 'indexshanghai@indexedu.com', 'shanghai@studyin-uk.com', 'indexxuzhou@indexedu.com', 'indexzhengzhou@indexedu.com', 'hongkong@studyin-uk.com', 'info@ely-edu.com', 'tokyo@ukeducation.jp', 'admin@peopleloving.co.kr', 'taipei@studyin-uk.com', 'indextpe@ms42.hinet.net']",,,"China China Local Representatives Beijing Index Education Services Address: Room 2601, Tower C Oriental Media Centre, No.4 Guanghua Road Chaoyang District, Beijing, 100026 Telephone: (86) 10 5870 2114",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,China Local Representatives Beijing Index,"['indexbj@indexedu.com', 'indexchongqing@indexedu.com', 'indexchengduxingzheng@indexedu.com', 'indexguangzhou@indexedu.com', 'indexwuhan@indexedu.com', 'indexshanghai@indexedu.com', 'shanghai@studyin-uk.com', 'indexxuzhou@indexedu.com', 'indexzhengzhou@indexedu.com']",,,"China Local Representatives Beijing Index Education Services Address: Room 2601, Tower C Oriental Media Centre, No.4 Guanghua Road Chaoyang District, Beijing, 100026 Telephone: (86) 10 5870 2114 / 577",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Qualification: First year entry -,[],,,Qualification: First year entry - 高考 - National College Entrance Examination (Gaokao) Requirement: 60% Qualification: First year entry - 中专 - Vocational High School Graduation Certificate (Zhongzhuan),https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Hong Kong Hong Kong Local,"['hongkong@studyin-uk.com', 'info@ely-edu.com']",,,"Hong Kong Hong Kong Local Representatives IDP Hong Kong Island Office location: Room 2807 - 09, Harbour Centre, 25 Harbour Road, Wanchai, Hong Kong Phone: +852 21793600 IDP Kowloon - Mong Kok Office l",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Hong Kong Local Representatives IDP,"['hongkong@studyin-uk.com', 'info@ely-edu.com']",,,"Hong Kong Local Representatives IDP Hong Kong Island Office location: Room 2807 - 09, Harbour Centre, 25 Harbour Road, Wanchai, Hong Kong Phone: +852 21793600 IDP Kowloon - Mong Kok Office location: R",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Hong Kong,[],,,"Applicants with the Hong Kong Diploma of Secondary Education (HKDSE) with grades of 4,4,4 with minimum of 4 in English Language (no component less than 3) will be considered for admission to our Under",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Japan Japan Local Representatives SI-UK,['tokyo@ukeducation.jp'],,,"Japan Japan Local Representatives SI-UK Tokyo Office Office: Takagi Building 3F, Kamiosaki 2−15−14, Shinagawa-ku, Tokyo-to, Tokyo 1410021 Phone: 03-5272-9143 Email: tokyo@ukeducation.jp Website: www.u",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Japan Local Representatives SI-UK Tokyo,['tokyo@ukeducation.jp'],,,"Japan Local Representatives SI-UK Tokyo Office Office: Takagi Building 3F, Kamiosaki 2−15−14, Shinagawa-ku, Tokyo-to, Tokyo 1410021 Phone: 03-5272-9143 Email: tokyo@ukeducation.jp Website: www.ukeduca",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,South Korea South Korea Local,['admin@peopleloving.co.kr'],,,"South Korea South Korea Local Representatives IDP Gangnam Office location:서울특별시 서초구 서초대로77길 61 S&G TOWER 11층, 12층 Phone: +82 2-550-0303 People Loving Education Address: #302, 455, Gangnam-daero, Seoch",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,South Korea Local Representatives IDP,['admin@peopleloving.co.kr'],,,"South Korea Local Representatives IDP Gangnam Office location:서울특별시 서초구 서초대로77길 61 S&G TOWER 11층, 12층 Phone: +82 2-550-0303 People Loving Education Address: #302, 455, Gangnam-daero, Seocho-gu, Seoul,",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Taiwan Taiwan Local Representatives Index,"['taipei@studyin-uk.com', 'indextpe@ms42.hinet.net']",,,"Taiwan Taiwan Local Representatives Index Education Services Address: 6F-2, No 216, Section 1, Hoping East Road, Taipei City, Taiwan IDP 台北辦公室 Office location: 臺北市大安區忠孝東路四段169號7樓 Phone: 02 2778 2600 O",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Taiwan Local Representatives Index Education,"['taipei@studyin-uk.com', 'indextpe@ms42.hinet.net']",,,"Taiwan Local Representatives Index Education Services Address: 6F-2, No 216, Section 1, Hoping East Road, Taipei City, Taiwan IDP 台北辦公室 Office location: 臺北市大安區忠孝東路四段169號7樓 Phone: 02 2778 2600 Other Ta",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Senior High,[],,,Applicants with the Senior High School Certificate combined with a successfully completed and recognised International Foundation Programme and an IELTS of 6.0 (with no less than 5.5 in each component,https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Bangladesh Bangladesh Local representatives AHZ,"['n.dhaka@ahzassociates.co.uk', 'enquiry@aecoverseas.com', 'delhi@ahzassociates.co.uk', 'info@collegepond.com', 'inquiry@globalcolliance.com', 'info@i20fever.com', 'ningale@kcoverseas.com', 'info@santamonicaedu.in', 'satya@sssolutionsabroad.com', 'oecindia@live.com', 'info@geebeeworld.com', 'info@leoglobal.uk', 'info@globalstudylink.co.uk', 'hq@mail.go.study', 'info.gurgaon@idp.com', 'delhi@studyin-uk.com', 'info@realdreamsedu.com', 'lahore1@ahzassociates.co.uk', 'colombo@ahzassociates.co.uk', 'oeccolombo@live.com', 'colombo@kcoverseas.com', 'srilanka@global-guidance.com', 'info@cduk.lk', 'info@geebeeworld.com', 'info.srilanka@idp.com', 'colombo@studyin-uk.com', 'info@thestudentsvisa.com']",,,"Bangladesh Bangladesh Local representatives AHZ Associates Address: Taher Tower (4th Floor), 10 DIT Gulshan 2 Circle, Dhaka 1212 Telephone: +880 1321-147373 , +880 1313-444854 Email: n.dhaka@ahzassoci",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Bangladesh Local representatives AHZ Associates,['n.dhaka@ahzassociates.co.uk'],,,"Bangladesh Local representatives AHZ Associates Address: Taher Tower (4th Floor), 10 DIT Gulshan 2 Circle, Dhaka 1212 Telephone: +880 1321-147373 , +880 1313-444854 Email: n.dhaka@ahzassociates.co.uk ",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
University of Worcester,Applicants with the Bangladesh HSC,[],,,"Applicants with the Bangladesh HSC (Higher Secondary Certificate) with an overall 4.5 (A Grade) out of 5 (with at least 4 subjects at 4.5 and above), combined with a successfully completed and recogni",https://www.worcester.ac.uk/study/International/local-representatives-near-you.aspx,2026-06-02
